"","a1","a2","a3","a4","a5","a6","a7","a8","a9","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","X32","X33"
"768","buttermilk","wheat","cinnamon","yeast","vegetable_oil","egg","milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","cilantro","salmon","orange_juice","cayenne","pepper","scallion","watermelon","bell_pepper","pineapple","lime_juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","tomato","cheese","beef","onion","cayenne","tabasco_pepper","garlic","cheddar_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","turkey","tomato","cheddar_cheese","onion","black_pepper","corn","cayenne","cumin","garlic","bell_pepper","oregano","rice","zucchini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","tomato","cheese","wheat","onion","beef","parsley","basil","mushroom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","dill","cauliflower","asparagus","cayenne","celery","seed","garlic","kidney_bean","hazelnut","basil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","cocoa","cane_molasses","coffee","cinnamon","milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","tomato","onion","chicken_broth","cayenne","cumin","garlic","vegetable_oil","rice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","tomato","olive_oil","onion","beef","black_pepper","cayenne","cumin","parmesan_cheese","scallion","macaroni","oregano","basil","garlic","bread",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","tomato","onion","corn","cayenne","cumin","scallion","garlic","vegetable_oil","chicken","cheddar_cheese","chicken_broth","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","tomato","pepper","cheddar_cheese","onion","beef","basil","rice","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","pepper","onion","potato","corn","cayenne","garlic","cinnamon","vegetable_oil","chicken","lime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","turkey","tomato","cane_molasses","celery_oil","onion","vinegar","black_bean","corn","red_wine","pepper","bean","garlic","kidney_bean","mustard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","tomato","pepper","green_bell_pepper","onion","beef","cayenne","cumin","bean","tomato_juice","garlic","bell_pepper","beef_broth","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","tomato","cheese","cayenne","beef","onion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","tomato","wheat","beef","onion","yeast","vegetable_oil","cheddar_cheese","egg","milk","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","tomato","cheese","wheat","onion","cayenne","garlic","chicken","milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","cheese","bean","onion","vegetable_oil","corn","cheddar_cheese","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","tomato","cheese","lemon_juice","vinegar","corn","cayenne","parsley","scallion","basil","bell_pepper","oregano","olive","white_wine","olive_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","turkey","tomato","meat","onion","starch","corn","cayenne","lettuce","macaroni","milk","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","tomato","avocado","wheat","oregano","onion","black_pepper","cayenne","cumin","scallion","garlic","bell_pepper","cream_cheese","olive","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","olive_oil","pepper","onion","black_bean","corn","cayenne","garlic","zucchini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","grape","lime_juice","orange_juice","cayenne","honey","watermelon","melon","lime_peel_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","tomato","green_bell_pepper","onion","beef","rice","sauerkraut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","tomato","onion","chicken_broth","cayenne","garlic","kidney_bean","olive","lentil","rice","corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","olive_oil","pepper","onion","vinegar","lime_juice","cumin","garlic","bell_pepper","cream","wine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","tomato","cilantro","green_bell_pepper","onion","chicken_broth","sage","cumin","bay","celery","bean","garlic","bell_pepper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","butter","cheese","cilantro","wheat","black_bean","corn","cayenne","cumin","scallion","bell_pepper","pepper","vegetable_oil","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","butter","pepper","green_bell_pepper","wheat","onion","mushroom","cheddar_cheese","egg","milk","ham",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","tomato","lemon_juice","cream","avocado","corn","cayenne","scallion","lettuce","garlic","tabasco_pepper","olive","vegetable_oil","cheddar_cheese","shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","butter","orange_juice","wheat","yeast","anise","seed","orange","egg","milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","cheese","pepper","corn_grit","corn","cayenne","zucchini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","bean","wheat","lard","egg","cheddar_cheese","bacon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","butter","corn","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","tomato","cheese","green_bell_pepper","beef","onion","black_pepper","cayenne","cumin","garlic","bell_pepper","oregano","rice","kidney_bean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","butter","cheese","pepper","lemon_juice","wheat","onion","tequila","avocado","garlic","milk","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","vegetable_oil","corn","wheat","lard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","butter","tomato","wheat","onion","corn","cayenne","cumin","milk","garlic","cream_cheese","chicken_broth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","tomato","vinegar","cilantro","wheat","celery_oil","yeast","corn","avocado","shrimp","garlic","butter","orange",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","apple","peach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","tomato","cheese","wheat","onion","black_bean","cayenne","cumin","garlic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","beer","wheat","vegetable_oil","black_pepper","cayenne","egg","garlic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","tomato","cheese","garlic","onion","corn","cayenne","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","tomato","pepper","lemon_juice","black_bean","cumin","scallion","cilantro","garlic","olive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","tomato","pepper","wheat","onion","cayenne","chicken","cheddar_cheese","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","cane_molasses","tomato","cilantro","beef","onion","cayenne","fish","orange_juice","lime_juice","garlic","bell_pepper","vegetable_oil","lime_peel_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","tomato","cheese","beef","onion","cayenne","scallion","bean","garlic","lard","cream","bread",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","tomato","dill","pepper","beef","onion","sage","cayenne","thyme","bacon","garlic","mozzarella_cheese","cabbage","rice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","tomato","cane_molasses","pepper","green_bell_pepper","onion","beef","vinegar","cayenne","celery","garlic","oregano","vegetable_oil","tamarind","kidney_bean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","turkey","tomato","green_bell_pepper","wheat","onion","cayenne","lettuce","bean","garlic","bell_pepper","lard","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","turkey","olive_oil","onion","lima_bean","chicken_broth","cayenne","cumin","celery","bean","oregano","cheddar_cheese","corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","tomato","wheat","onion","beef","cayenne","lettuce","bean","garlic","lard","cheddar_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","tomato","cheese","wheat","onion","cayenne","garlic","chicken","cheddar_cheese","egg","milk","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","olive_oil","green_bell_pepper","tabasco_pepper","corn","red_wine","black_pepper","bean","lemon_juice","garlic","kidney_bean","cayenne","vinegar","cilantro","onion","black_bean","lime_juice","cumin","bell_pepper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","green_bell_pepper","oregano","black_pepper","lettuce","bean","garlic","cream_cheese","olive","cream","tomato","onion","cayenne","cumin","scallion","bell_pepper","lard","cheddar_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","tomato","pepper","onion","cayenne","corn","avocado","cumin","garlic","vegetable","vegetable_oil","cheddar_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","tomato","cheese","wheat","beef","corn","cayenne","cumin","garlic","bell_pepper","vegetable_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","butter","vegetable_oil","wheat","egg","cinnamon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","lemon_juice","cayenne","mango",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","butter","fruit","wheat","cinnamon","cream_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","tomato","cheese","onion","corn_grit","cayenne","cumin","bean","garlic","kidney_bean","zucchini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","butter","wheat","onion","celery","garlic","bell_pepper","cheddar_cheese","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","butter","cheese","wheat","corn","cayenne","buttermilk","cheddar_cheese","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","tomato","cilantro","wheat","beef","onion","potato","cayenne","carrot","garlic","bell_pepper","beef_broth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","cilantro","beef","lime_juice","cayenne","pepper","scallion","lettuce","garlic","bell_pepper","olive","vegetable_oil","lime_peel_oil","pea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","tomato","pork","onion","mushroom","black_pepper","cayenne","cumin","garlic","vegetable_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","tomato","cilantro","wheat","beef","onion","cayenne","pepper","cumin","beer","vegetable_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","butter","dill","thyme","cayenne","black_pepper","garlic","tomato","catfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","tomato","cheese","onion","corn","cayenne","cumin","garlic","vegetable_oil","chicken","cheddar_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","butter","tomato","onion","olive_oil","corn","cayenne","mozzarella_cheese","garlic","oregano","basil","chicken","cheddar_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","tomato","onion","black_pepper","corn","cayenne","cumin","bean","garlic","bell_pepper","oregano","apricot","olive","vegetable_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","tomato","cheese","pepper","onion","romano_cheese","corn","lettuce","chicken","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","coriander","tomato","green_bell_pepper","onion","chicken_broth","cayenne","cumin","bay","chickpea","garlic","vegetable_oil","chicken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","tomato","pepper","green_bell_pepper","roasted_peanut","onion","lime_juice","corn","cayenne","cilantro","garlic","vegetable_oil","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","pepper","green_bell_pepper","lime_juice","lettuce","garlic","olive","chicken","lime_peel_oil","lime","tomato","vinegar","cilantro","onion","black_bean","cider","cayenne","cheddar_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","tomato","olive_oil","pepper","wheat","mushroom","onion","corn","cayenne","cumin","scallion","garlic","kidney_bean","cheddar_cheese","brown_rice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","tomato","cheese","pepper","onion","corn","cayenne","scallion","garlic","vegetable_oil","chicken","cheddar_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","tomato","cilantro","lemon_juice","onion","black_bean","corn","avocado","pepper","lettuce","garlic","barley","vegetable_oil","pea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","tomato","garlic","cilantro","cayenne","onion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","tomato","butter","wheat","onion","yeast","cayenne","cumin","garlic","bell_pepper","vegetable_oil","cheddar_cheese","egg","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","tomato","pepper","onion","beef","black_pepper","corn","cayenne","cumin","garlic","bell_pepper","oregano","olive","cheddar_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","tomato","cilantro","garlic","cayenne","avocado","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","olive_oil","pepper","cheese","corn","black_pepper","garlic","oregano","lime","tomato","vinegar","cilantro","beef","onion","soy_sauce","cayenne","cumin","bell_pepper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","butter","cane_molasses","pepper","wheat","apple","mushroom","vinegar","cayenne","onion","cumin","chicken","rice","tamarind",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","butter","wheat","egg","cheddar_cheese","cayenne","cottage_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","pepper","lemon","pineapple","tequila","cayenne","cilantro","lime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","tomato","vegetable","bean","cayenne","corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","tomato","pork","garlic","cayenne","black_pepper","lime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","vegetable_oil","corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","garlic","bell_pepper","oregano","cream","cumin","milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","butter","pepper","egg","cheddar_cheese","cayenne","milk","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","vinegar","cilantro","mushroom","black_bean","corn","cayenne","pepper","cumin","garlic","vegetable_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","onion","beef","bread","cheddar_cheese","cayenne","mustard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","tomato","green_bell_pepper","kidney_bean","corn","bean","garlic","oregano","turkey","onion","black_bean","cayenne","celery","bell_pepper","basil","vegetable_oil","beef_broth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","pepper","green_bell_pepper","wheat","onion","parmesan_cheese","mozzarella_cheese","garlic","bell_pepper","basil","vegetable_oil","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","tomato","olive","cilantro","onion","black_bean","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","tomato","beef","mushroom","cayenne","onion","parmesan_cheese","macaroni","kidney_bean","mozzarella_cheese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","tomato","bean","garlic","oregano","kidney_bean","cayenne","squash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","tomato","olive_oil","pepper","green_bell_pepper","onion","vinegar","black_bean","corn","red_wine","garlic","bell_pepper","brown_rice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","tomato","pepper","thyme","onion","black_pepper","chicken_broth","cayenne","celery","carrot","garlic","bell_pepper","oregano","chicken","zucchini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","butter","cheese","wheat","tomato","mushroom","garlic","egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","cheese","cilantro","corn","cayenne","cottage_cheese","cheddar_cheese","egg","pork_sausage","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","cheese","corn","black_pepper","bean","garlic","oregano","olive","pork_sausage","bread","tomato","onion","cayenne","cumin","scallion","bell_pepper","lard","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","tequila","orange_juice","lime_juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","tomato","garlic","vegetable_oil","macaroni","cayenne","cumin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","tomato","vinegar","garlic","celery_oil","corn","cheddar_cheese","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","butter","cilantro","cayenne","tequila","lime_juice","shrimp","garlic","lime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","bell_pepper","lime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","pepper","garlic","vegetable_oil","cayenne","cilantro","egg","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","butter","cheese","pepper","wheat","milk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","tomato","green_bell_pepper","mushroom","onion","cheddar_cheese","corn","cayenne","celery","garlic","vegetable_oil","chicken","rice","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","pepper","ham","onion","cayenne","bacon","bean","garlic","bell_pepper","pork_sausage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","celery","pork","onion","bacon","pepper","cured_pork","chickpea","carrot","garlic","bell_pepper","pork_sausage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","tomato","olive_oil","chicken","cayenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","green_bell_pepper","onion","corn","cayenne","garlic","chicken","rice","chicken_broth","lime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","pork","wheat","meat","cayenne","cumin","garlic","oregano","vegetable_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884","tomato","cheese","cheddar_cheese","mushroom","onion","cayenne","garlic","chicken","rice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","onion","potato","corn","scallion","buttermilk","garlic","vegetable_oil","cheddar_cheese","egg","milk","cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"886","cane_molasses","vinegar","cilantro","wheat","onion","olive_oil","lime_juice","soy_sauce","cayenne","shrimp","tamarind","cheese","corn","zucchini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"887","tomato","cane_molasses","onion","vinegar","red_wine","cayenne","cumin","garlic","bell_pepper","oregano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"888","tomato","cilantro","onion","cayenne","chicken_broth","black_pepper","cumin","bay","garlic","vegetable_oil","chicken","corn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
